CustomerName,InvoiceNumber,InvoiceDate,CustomerPoNumber,BillTotal,Applied,Status,Currency,ContactName,ContactPhone,ContactEmail,CustomerTerms,DueDate
Green Thumb Nursery,DF2027835,3/12/25,PO-000857,1600,1600,Closed,USD,Jeffrey Torres,555-308-5325,jeffrey@greenthumbnursery.com,Net 7,3/19/25 00:00
Green Thumb Nursery,DF2027836,3/7/25,PO-000858,1600,1600,Closed,USD,Jeffrey Torres,555-308-5325,jeffrey@greenthumbnursery.com,Net 7,3/14/25 00:00
Green Thumb Nursery,DF2028402,3/27/25,PO-000859,1100,1100,Closed,USD,Jeffrey Torres,555-308-5325,jeffrey@greenthumbnursery.com,Net 7,4/3/25 00:00
Green Thumb Nursery,DF2028403,3/26/25,PO-000860,1100,1100,Closed,USD,Jeffrey Torres,555-308-5325,jeffrey@greenthumbnursery.com,Net 7,4/2/25 00:00
Green Thumb Nursery,DF2028855,4/9/25,PO-000861,1100,1100,Closed,USD,Jeffrey Torres,555-308-5325,jeffrey@greenthumbnursery.com,Net 7,4/16/25 00:00
Green Thumb Nursery,DF2029400,4/30/25,PO-000862,1100,1100,Closed,USD,Jeffrey Torres,555-308-5325,jeffrey@greenthumbnursery.com,Net 7,5/7/25 00:00
Green Thumb Nursery,DF2030733,6/19/25,PO-000863,1200,1200,Closed,USD,Jeffrey Torres,555-308-5325,jeffrey@greenthumbnursery.com,Net 7,6/26/25 00:00
Green Thumb Nursery,DF2031127,6/30/25,PO-000864,3150,3150,Closed,USD,Jeffrey Torres,555-308-5325,jeffrey@greenthumbnursery.com,Net 7,7/7/25 00:00
Green Thumb Nursery,DF2033258,9/10/25,PO-000865,717,332.44,Pending,USD,Jeffrey Torres,555-308-5325,jeffrey@greenthumbnursery.com,Net 7,9/17/25 00:00
Crafted Casks,DF2028964,4/15/25,PO-000866,250,155.8,Pending,USD,Angela Scott,555-513-2964,angela@craftedcasks.com,Net 15,4/30/25 00:00
Nomad Nibbles,DF2013296,1/31/24,PO-000867,1350,1350,Closed,USD,Jeffrey Davis,555-617-9004,jeffrey@nomadnibbles.com,Net 30,3/1/24 00:00
Serenity Spa,DF2017064,5/1/24,PO-000868,900,900,Closed,USD,Angela Scott,555-357-1832,angela@serenityspa.com,Net 15,5/16/24 00:00
Serenity Spa,DF2017070,5/1/24,PO-000869,3652.73,3652.73,Closed,USD,Angela Scott,555-357-1832,angela@serenityspa.com,Net 15,5/16/24 00:00
Serenity Spa,DF2018574,5/30/24,PO-000870,2145,2145,Closed,USD,Angela Scott,555-357-1832,angela@serenityspa.com,Net 15,6/14/24 00:00
Serenity Spa,DF2018944,6/7/24,PO-000871,2270,2270,Closed,USD,Angela Scott,555-357-1832,angela@serenityspa.com,Net 15,6/22/24 00:00
Serenity Spa,DF2020668,7/16/24,PO-000872,2050,2050,Closed,USD,Angela Scott,555-357-1832,angela@serenityspa.com,Net 15,7/31/24 00:00
Picture Perfect Studio,DF2028391,3/26/25,PO-000873,900,900,Closed,USD,Angela Scott,555-513-2964,angela@pictureperfectstudio.com,Net 30,4/25/25 00:00
FusionApps,DF2018774,6/3/24,PO-000874,1100,1100,Closed,USD,Donald Anderson,555-194-7939,donald@fusionapps.com,Net 7,6/10/24 00:00
Curbside Cravings,DF2027344,2/19/25,PO-000875,1500,1500,Closed,USD,William Thompson,555-949-5533,william@curbsidecravings.com,Net 30,3/21/25 00:00
Curbside Cravings,DF2027549,3/3/25,PO-000876,1500,1500,Closed,USD,William Thompson,555-949-5533,william@curbsidecravings.com,Net 30,4/2/25 00:00
Curbside Cravings,DF2031257,7/3/25,PO-000877,1685,1685,Closed,USD,William Thompson,555-949-5533,william@curbsidecravings.com,Net 30,8/2/25 00:00
Curbside Cravings,DF2031348,7/3/25,PO-000878,450,450,Closed,USD,William Thompson,555-949-5533,william@curbsidecravings.com,Net 30,8/2/25 00:00
Curbside Cravings,DF2031674,7/17/25,PO-000879,1300,1300,Closed,USD,William Thompson,555-949-5533,william@curbsidecravings.com,Net 30,8/16/25 00:00
Unique Finds,DF2029213,4/25/25,PO-000880,1500,1500,Closed,USD,John Green,555-145-1058,john@uniquefinds.com,Net 30,5/25/25 00:00
Unique Finds,DF2029656,5/12/25,PO-000881,1100,1100,Closed,USD,John Green,555-145-1058,john@uniquefinds.com,Net 30,6/11/25 00:00
Unique Finds,DF2030379,5/29/25,PO-000882,1620,1620,Closed,USD,John Green,555-145-1058,john@uniquefinds.com,Net 30,6/28/25 00:00
Integrity Investments,DF2023681,10/14/24,PO-000883,4232.79,2097.65,Pending,USD,Barbara Anderson,555-513-2964,barbara@integrityinvestments.com,Net 30,11/13/24 00:00
Integrity Investments,DF2023791,10/7/24,PO-000884,1575,1575,Closed,USD,Barbara Anderson,555-513-2964,barbara@integrityinvestments.com,Net 30,11/6/24 00:00
Integrity Investments,DF2024048,10/30/24,PO-000885,1780,863.56,Pending,USD,Barbara Anderson,555-513-2964,barbara@integrityinvestments.com,Net 30,11/29/24 00:00
Integrity Investments,DF2024641,11/12/24,PO-000886,2090,677.11,Pending,USD,Barbara Anderson,555-513-2964,barbara@integrityinvestments.com,Net 30,12/12/24 00:00
Integrity Investments,DF2025750,12/30/24,PO-000887,1575,1096.54,Pending,USD,Barbara Anderson,555-513-2964,barbara@integrityinvestments.com,Net 30,1/29/25 00:00
Integrity Law Group,DF2016180,4/15/24,PO-000888,550,550,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,4/22/24 00:00
Integrity Law Group,DF2016691,4/18/24,PO-000889,1525,1525,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,4/25/24 00:00
Integrity Law Group,DF2017063,5/1/24,PO-000890,250,250,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,5/8/24 00:00
Integrity Law Group,DF2017579,5/9/24,PO-000890,1050,1050,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,5/16/24 00:00
Integrity Law Group,DF2018573,5/31/24,PO-000891,1065,1065,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,6/7/24 00:00
Integrity Law Group,DF2018949,5/31/24,PO-000892,650,650,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,6/7/24 00:00
Integrity Law Group,DF2019060,6/7/24,PO-000893,950,950,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,6/14/24 00:00
Integrity Law Group,DF2019061,6/10/24,PO-000894,1065,1065,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,6/17/24 00:00
Integrity Law Group,DF2019704,6/26/24,PO-000895,645,645,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,7/3/24 00:00
Integrity Law Group,DF2020323,7/10/24,PO-000896,650,650,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,7/17/24 00:00
Integrity Law Group,DF2020741,7/29/24,PO-000897,3000,3000,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,8/5/24 00:00
Integrity Law Group,DF2021453,8/12/24,PO-000898,3450,3450,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,8/19/24 00:00
Integrity Law Group,DF2021773,8/12/24,PO-000899,650,650,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,8/19/24 00:00
Integrity Law Group,DF2023996,10/24/24,PO-000900,2100,2100,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,10/31/24 00:00
Integrity Law Group,DF2024117,10/22/24,PO-000901,2695,2695,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,10/29/24 00:00
Integrity Law Group,DF2024645,11/7/24,PO-000902,3950,3950,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,11/14/24 00:00
Integrity Law Group,DF2024945,11/21/24,PO-000903,2895,2895,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,11/28/24 00:00
Integrity Law Group,DF2024949,11/18/24,PO-000904,2150,2150,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,11/25/24 00:00
Integrity Law Group,DF2025553,12/10/24,PO-000905,2600,2600,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,12/17/24 00:00
Integrity Law Group,DF2025878,12/23/24,PO-000906,1750,1750,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,12/30/24 00:00
Integrity Law Group,DF2027672,3/7/25,PO-000907,1150,1150,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,3/14/25 00:00
Integrity Law Group,DF2027673,3/7/25,PO-000908,1150,1150,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,3/14/25 00:00
Integrity Law Group,DF2027682,3/6/25,PO-000909,1300,1300,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,3/13/25 00:00
Integrity Law Group,DF2027692,3/7/25,PO-000910,1350,1350,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,3/14/25 00:00
Integrity Law Group,DF2027917,3/18/25,PO-000911,3800,3800,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,3/25/25 00:00
Integrity Law Group,DF2027918,3/13/25,PO-000912,3800,3800,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,3/20/25 00:00
Integrity Law Group,DF2028110,3/17/25,PO-000913,1150,1150,Closed,USD,Susan Anderson,555-441-3143,susan@integritylawgroup.com,Net 7,3/24/25 00:00
Flavor Wagon,DF2023865,10/16/24,PO-000914,800,800,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,11/15/24 00:00
Flavor Wagon,DF2023866,10/16/24,PO-000915,800,800,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,11/15/24 00:00
Flavor Wagon,DF2023868,10/29/24,PO-000916,800,800,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,11/28/24 00:00
Flavor Wagon,DF2023915,10/16/24,PO-000917,800,800,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,11/15/24 00:00
Flavor Wagon,DF2023916,10/21/24,PO-000917,800,800,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,11/20/24 00:00
Flavor Wagon,DF2023917,10/16/24,PO-000917,800,800,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,11/15/24 00:00
Flavor Wagon,DF2023918,10/16/24,PO-000917,800,800,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,11/15/24 00:00
Flavor Wagon,DF2023920,10/16/24,PO-000918,800,800,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,11/15/24 00:00
Flavor Wagon,DF2024924,11/14/24,PO-000919,1850,1850,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,12/14/24 00:00
Flavor Wagon,DF2024925,11/22/24,PO-000920,1850,1850,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,12/22/24 00:00
Flavor Wagon,DF2024926,11/14/24,PO-000921,1850,1850,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,12/14/24 00:00
Flavor Wagon,DF2024971,11/18/24,PO-000922,1850,1850,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,12/18/24 00:00
Flavor Wagon,DF2024972,11/18/24,PO-000923,1850,1850,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,12/18/24 00:00
Flavor Wagon,DF2025115,11/21/24,PO-000924,3700,3700,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,12/21/24 00:00
Flavor Wagon,DF2025203,11/26/24,PO-000925,900,900,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,12/26/24 00:00
Flavor Wagon,DF2025204,11/25/24,PO-000926,900,900,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,12/25/24 00:00
Flavor Wagon,DF2025205,11/25/24,PO-000927,900,900,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,12/25/24 00:00
Flavor Wagon,DF2025206,11/25/24,PO-000928,900,900,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,12/25/24 00:00
Flavor Wagon,DF2028205,3/17/25,PO-000929,1200,1200,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,4/16/25 00:00
Flavor Wagon,DF2029692,5/16/25,PO-000930,1000,1000,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,6/15/25 00:00
Flavor Wagon,DF2029693,5/13/25,PO-000931,1000,1000,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,6/12/25 00:00
Flavor Wagon,DF2029694,5/21/25,PO-000932,1000,1000,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,6/20/25 00:00
Flavor Wagon,DF2029695,5/23/25,PO-000933,1000,1000,Closed,USD,James Jones,555-752-5291,james@flavorwagon.com,Net 30,6/22/25 00:00
Justice League,DF2025999,1/7/25,PO-000934,2450,2450,Closed,USD,Sandra Baker,555-265-8239,sandra@justiceleague.com,Net 30,2/6/25 00:00
Justice League,DF2026566,1/16/25,PO-000935,825,825,Closed,USD,Sandra Baker,555-265-8239,sandra@justiceleague.com,Net 30,2/15/25 00:00
Justice League,DF2026638,1/22/25,PO-000936,850,850,Closed,USD,Sandra Baker,555-265-8239,sandra@justiceleague.com,Net 30,2/21/25 00:00
Justice League,DF2026731,1/28/25,PO-000937,1055,1055,Closed,USD,Sandra Baker,555-265-8239,sandra@justiceleague.com,Net 30,2/27/25 00:00
Justice League,DF2026917,2/3/25,PO-000938,920.25,920.25,Closed,USD,Sandra Baker,555-265-8239,sandra@justiceleague.com,Net 30,3/5/25 00:00
Justice League,DF2026925,1/31/25,PO-000939,853.5,853.5,Closed,USD,Sandra Baker,555-265-8239,sandra@justiceleague.com,Net 30,3/2/25 00:00
Justice League,DF2027349,2/26/25,PO-000940,2300,2300,Closed,USD,Sandra Baker,555-265-8239,sandra@justiceleague.com,Net 30,3/28/25 00:00
Justice League,DF2027822,3/7/25,PO-000941,870,870,Closed,USD,Sandra Baker,555-265-8239,sandra@justiceleague.com,Net 30,4/6/25 00:00
Justice League,DF2028147,3/24/25,PO-000942,1000,1000,Closed,USD,Sandra Baker,555-265-8239,sandra@justiceleague.com,Net 30,4/23/25 00:00
Justice League,DF2028641,4/3/25,PO-000943,1120,1120,Closed,USD,Sandra Baker,555-265-8239,sandra@justiceleague.com,Net 30,5/3/25 00:00
Justice League,DF2029018,4/18/25,PO-000944,890,890,Closed,USD,Sandra Baker,555-265-8239,sandra@justiceleague.com,Net 30,5/18/25 00:00
Justice League,DF2030493,6/5/25,PO-000945,2650,2650,Closed,USD,Sandra Baker,555-265-8239,sandra@justiceleague.com,Net 30,7/5/25 00:00
Talent Seekers,DF2026692,1/23/25,PO-000946,1500,1500,Closed,USD,Michael Anderson,555-664-8007,michael@talentseekers.com,Net 7,1/30/25 00:00
Talent Seekers,DF2027291,2/12/25,PO-000947,750,750,Closed,USD,Michael Anderson,555-664-8007,michael@talentseekers.com,Net 7,2/19/25 00:00
Talent Seekers,DF2027684,3/14/25,PO-000948,850,850,Closed,USD,Michael Anderson,555-664-8007,michael@talentseekers.com,Net 7,3/21/25 00:00
Talent Seekers,DF2027685,3/17/25,PO-000949,1350,1350,Closed,USD,Michael Anderson,555-664-8007,michael@talentseekers.com,Net 7,3/24/25 00:00
Talent Seekers,DF2027795,3/4/25,PO-000950,2300,2300,Closed,USD,Michael Anderson,555-664-8007,michael@talentseekers.com,Net 7,3/11/25 00:00
Talent Seekers,DF2027833,3/4/25,PO-000951,1500,1500,Closed,USD,Michael Anderson,555-664-8007,michael@talentseekers.com,Net 7,3/11/25 00:00
Talent Seekers,DF2028076,3/14/25,PO-000952,3400,3400,Closed,USD,Michael Anderson,555-664-8007,michael@talentseekers.com,Net 7,3/21/25 00:00
Talent Seekers,DF2028405,3/25/25,PO-000953,1500,1500,Closed,USD,Michael Anderson,555-664-8007,michael@talentseekers.com,Net 7,4/1/25 00:00
Vista Travel Agency,DF2030058,5/22/25,PO-000954,1500,1500,Closed,USD,William Williams,555-674-1158,william@vistatravelagency.com,Net 30,6/21/25 00:00
Vista Travel Agency,DF2030267,5/27/25,PO-000955,1400,1400,Closed,USD,William Williams,555-674-1158,william@vistatravelagency.com,Net 30,6/26/25 00:00
Dream Domain,DF2023620,10/7/24,PO-000956,1625,1625,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,11/6/24 00:00
Dream Domain,DF2023730,10/4/24,PO-000957,1325,1325,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,11/3/24 00:00
Dream Domain,DF2023842,10/8/24,PO-000958,1150,1150,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,11/7/24 00:00
Dream Domain,DF2024163,10/18/24,PO-000959,1175,1175,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,11/17/24 00:00
Dream Domain,DF2024629,11/6/24,PO-000960,1255,1255,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,12/6/24 00:00
Dream Domain,DF2024798,11/19/24,PO-000961,2150,2150,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,12/19/24 00:00
Dream Domain,DF2024920,11/15/24,PO-000962,1425,1425,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,12/15/24 00:00
Dream Domain,DF2025559,12/18/24,PO-000963,1405,1405,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,1/17/25 00:00
Dream Domain,DF2025605,12/18/24,PO-000964,1400,1400,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,1/17/25 00:00
Dream Domain,DF2026215,1/8/25,PO-000965,2000,2000,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,2/7/25 00:00
Dream Domain,DF2026835,1/27/25,PO-000966,850,850,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,2/26/25 00:00
Dream Domain,DF2028216,3/21/25,PO-000967,1200,1200,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,4/20/25 00:00
Dream Domain,DF2028649,4/8/25,PO-000968,1295,1295,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,5/8/25 00:00
Dream Domain,DF2029227,4/23/25,PO-000969,750,750,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,5/23/25 00:00
Dream Domain,DF2029403,4/29/25,PO-000970,1200,1200,Closed,USD,Deborah Thompson,555-513-2964,deborah@dreamdomain.com,Net 30,5/29/25 00:00
Spotless Solutions,DF2014945,3/11/24,PO-000971,2875,2875,Closed,USD,William Scott,555-513-2964,william@spotlesssolutions.com,Net 7,3/18/24 00:00
Academic Advancement,DF2028400,3/24/25,PO-000972,1100,1100,Closed,USD,Donald Moore,555-214-2232,donald@academicadvancement.com,Net 30,4/23/25 00:00
Academic Advancement,DF2029224,4/28/25,PO-000973,1250,1250,Closed,USD,Donald Moore,555-214-2232,donald@academicadvancement.com,Net 30,5/28/25 00:00
Academic Advancement,DF2030541,6/6/25,PO-000974,1470,1470,Closed,USD,Donald Moore,555-214-2232,donald@academicadvancement.com,Net 30,7/6/25 00:00
Sausage Stop,DF2013559,2/26/24,PO-000975,1400,1400,Closed,USD,Angela Scott,555-513-2964,angela@sausagestop.com,Net 30,3/27/24 00:00
Sausage Stop,DF2028601,4/2/25,PO-000976,1200,1200,Closed,USD,Angela Scott,555-513-2964,angela@sausagestop.com,Net 30,5/2/25 00:00
Sausage Stop,DF2029972,5/19/25,PO-000977,1400,1400,Closed,USD,Angela Scott,555-513-2964,angela@sausagestop.com,Net 30,6/18/25 00:00
Sausage Stop,DF2030378,5/29/25,PO-000978,800,800,Closed,USD,Angela Scott,555-513-2964,angela@sausagestop.com,Net 30,6/28/25 00:00
Sausage Stop,DF2030895,6/20/25,PO-000979,1400,1400,Closed,USD,Angela Scott,555-513-2964,angela@sausagestop.com,Net 30,7/20/25 00:00
Sausage Stop,DF2031863,7/24/25,PO-000980,1400,1400,Closed,USD,Angela Scott,555-513-2964,angela@sausagestop.com,Net 30,8/23/25 00:00
Enlighten Academy,DF2024862,11/18/24,PO-000981,1260,1260,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,12/3/24 00:00
Enlighten Academy,DF2024921,11/15/24,PO-000982,1218.05,1218.05,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,11/30/24 00:00
Enlighten Academy,DF2025072,11/18/24,PO-000983,956.3,956.3,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,12/3/24 00:00
Enlighten Academy,DF2025075,11/22/24,PO-000984,2394.95,2394.95,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,12/7/24 00:00
Enlighten Academy,DF2025176,12/2/24,PO-000985,2147.3,2147.3,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,12/17/24 00:00
Enlighten Academy,DF2025178,11/27/24,PO-000986,3600,3600,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,12/12/24 00:00
Enlighten Academy,DF2025195,11/26/24,PO-000987,700,700,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,12/11/24 00:00
Enlighten Academy,DF2025196,11/26/24,PO-000988,2360,2360,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,12/11/24 00:00
Enlighten Academy,DF2025434,12/3/24,PO-000989,3700,3700,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,12/18/24 00:00
Enlighten Academy,DF2025752,12/18/24,PO-000990,1384.05,1384.05,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,1/2/25 00:00
Enlighten Academy,DF2025879,12/26/24,PO-000991,3750,3750,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,1/10/25 00:00
Enlighten Academy,DF2025880,12/18/24,PO-000992,3600,3600,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,1/2/25 00:00
Enlighten Academy,DF2025881,12/18/24,PO-000993,2077.8,2077.8,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,1/2/25 00:00
Enlighten Academy,DF2025903,12/19/24,PO-000994,3231.25,3231.25,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,1/3/25 00:00
Enlighten Academy,DF2025990,12/20/24,PO-000995,1750,1750,Closed,USD,Angela Scott,555-513-2964,angela@enlightenacademy.com,Net 15,1/4/25 00:00
Chic Cart,DF2030824,6/24/25,PO-000996,2600,2600,Closed,USD,Nancy Wright,555-807-3442,nancy@chiccart.com,Net 30,7/24/25 00:00
Chic Cart,DF2031559,7/15/25,PO-000997,1400,1400,Closed,USD,Nancy Wright,555-807-3442,nancy@chiccart.com,Net 30,8/14/25 00:00
Chic Cart,DF2032475,8/29/25,PO-000998,3700,2318.94,Pending,USD,Nancy Wright,555-807-3442,nancy@chiccart.com,Net 30,9/28/25 00:00
Data Dynamo,DF2027194,2/14/25,PO-000999,3500,3500,Closed,USD,Anthony Nguyen,555-658-1590,anthony@datadynamo.com,Net 7,2/21/25 00:00
Data Dynamo,DF2029067,4/30/25,PO-001000,3800,3800,Closed,USD,Anthony Nguyen,555-658-1590,anthony@datadynamo.com,Net 7,5/7/25 00:00
Data Dynamo,DF2030627,6/10/25,PO-001001,3600,3600,Closed,USD,Anthony Nguyen,555-658-1590,anthony@datadynamo.com,Net 7,6/17/25 00:00
Vivid Visage,DF2023864,10/10/24,PO-001002,2150,2150,Closed,USD,Thomas Roberts,555-954-7049,thomas@vividvisage.com,Net 7,10/17/24 00:00
Verdant Valley,DF2027056,2/4/25,PO-001003,1700,1700,Closed,USD,Laura Flores,555-696-3426,laura@verdantvalley.com,Net 7,2/11/25 00:00
Celebration Creations,DF2018597,6/3/24,PO-001004,1500,1500,Closed,USD,Elizabeth King,555-513-2964,elizabeth@celebrationcreations.com,Net 30,7/3/24 00:00
Celebration Creations,DF2019053,6/10/24,PO-001005,2350,2350,Closed,USD,Elizabeth King,555-513-2964,elizabeth@celebrationcreations.com,Net 30,7/10/24 00:00
Celebration Creations,DF2029368,4/30/25,PO-001006,2300,2300,Closed,USD,Elizabeth King,555-513-2964,elizabeth@celebrationcreations.com,Net 30,5/30/25 00:00
Celebration Creations,DF2029671,5/13/25,PO-001007,2300,2300,Closed,USD,Elizabeth King,555-513-2964,elizabeth@celebrationcreations.com,Net 30,6/12/25 00:00
Celebration Creations,DF2029769,5/20/25,PO-001008,2300,2300,Closed,USD,Elizabeth King,555-513-2964,elizabeth@celebrationcreations.com,Net 30,6/19/25 00:00
